date[YYYYDDD],date,product,band,min,max,sum,range,LAImean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2000049,2000-02-18,MOD15A2,Lai_1km,0.1000,0.1000,0.9000,0.0000,0.1000,0.0000,0.0000,9,9,100.00
A2000057,2000-02-26,MOD15A2,Lai_1km,0.2000,0.3000,2.0000,0.1000,0.2222,0.0017,0.0416,9,9,100.00
A2000065,2000-03-05,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2000073,2000-03-13,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2000081,2000-03-21,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2000089,2000-03-29,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2000097,2000-04-06,MOD15A2,Lai_1km,0.2000,0.3000,2.3000,0.1000,0.2556,0.0025,0.0497,9,9,100.00
A2000105,2000-04-14,MOD15A2,Lai_1km,0.2000,0.4000,2.8000,0.2000,0.3111,0.0032,0.0567,9,9,100.00
A2000113,2000-04-22,MOD15A2,Lai_1km,0.2000,0.4000,2.8000,0.2000,0.3111,0.0054,0.0737,9,9,100.00
A2000121,2000-04-30,MOD15A2,Lai_1km,0.3000,0.4000,3.0000,0.1000,0.3333,0.0022,0.0471,9,9,100.00
A2000129,2000-05-08,MOD15A2,Lai_1km,0.3000,0.4000,2.9000,0.1000,0.3222,0.0017,0.0416,9,9,100.00
A2000137,2000-05-16,MOD15A2,Lai_1km,0.2000,0.4000,2.6000,0.2000,0.2889,0.0032,0.0567,9,9,100.00
A2000145,2000-05-24,MOD15A2,Lai_1km,0.2000,0.4000,2.8000,0.2000,0.3111,0.0032,0.0567,9,9,100.00
A2000153,2000-06-01,MOD15A2,Lai_1km,0.2000,0.3000,2.6000,0.1000,0.2889,0.0010,0.0314,9,9,100.00
A2000161,2000-06-09,MOD15A2,Lai_1km,0.2000,0.4000,2.6000,0.2000,0.2889,0.0054,0.0737,9,9,100.00
A2000169,2000-06-17,MOD15A2,Lai_1km,0.3000,0.4000,3.1000,0.1000,0.3444,0.0025,0.0497,9,9,100.00
A2000177,2000-06-25,MOD15A2,Lai_1km,0.3000,0.6000,4.3000,0.3000,0.4778,0.0106,0.1030,9,9,100.00
A2000185,2000-07-03,MOD15A2,Lai_1km,0.4000,0.7000,5.6000,0.3000,0.6222,0.0084,0.0916,9,9,100.00
A2000193,2000-07-11,MOD15A2,Lai_1km,0.5000,0.7000,5.4000,0.2000,0.6000,0.0044,0.0667,9,9,100.00
A2000201,2000-07-19,MOD15A2,Lai_1km,0.4000,0.7000,5.5000,0.3000,0.6111,0.0121,0.1100,9,9,100.00
A2000209,2000-07-27,MOD15A2,Lai_1km,0.5000,0.7000,5.4000,0.2000,0.6000,0.0044,0.0667,9,9,100.00
A2000225,2000-08-12,MOD15A2,Lai_1km,0.5000,0.9000,6.6000,0.4000,0.7333,0.0200,0.1414,9,9,100.00
A2000233,2000-08-20,MOD15A2,Lai_1km,0.5000,1.0000,7.4000,0.5000,0.8222,0.0195,0.1397,9,9,100.00
A2000241,2000-08-28,MOD15A2,Lai_1km,0.5000,1.0000,7.6000,0.5000,0.8444,0.0225,0.1499,9,9,100.00
A2000249,2000-09-05,MOD15A2,Lai_1km,0.5000,0.7000,5.9000,0.2000,0.6556,0.0069,0.0831,9,9,100.00
A2000257,2000-09-13,MOD15A2,Lai_1km,0.5000,0.7000,5.3000,0.2000,0.5889,0.0054,0.0737,9,9,100.00
A2000265,2000-09-21,MOD15A2,Lai_1km,0.3000,0.6000,4.2000,0.3000,0.4667,0.0067,0.0816,9,9,100.00
A2000273,2000-09-29,MOD15A2,Lai_1km,0.3000,0.5000,4.2000,0.2000,0.4667,0.0044,0.0667,9,9,100.00
A2000281,2000-10-07,MOD15A2,Lai_1km,0.3000,0.5000,4.0000,0.2000,0.4444,0.0069,0.0831,9,9,100.00
A2000289,2000-10-15,MOD15A2,Lai_1km,0.3000,0.5000,3.8000,0.2000,0.4222,0.0062,0.0786,9,9,100.00
A2000297,2000-10-23,MOD15A2,Lai_1km,0.3000,0.5000,3.7000,0.2000,0.4111,0.0054,0.0737,9,9,100.00
A2000305,2000-10-31,MOD15A2,Lai_1km,0.2000,0.3000,2.0000,0.1000,0.2222,0.0017,0.0416,9,9,100.00
A2000313,2000-11-08,MOD15A2,Lai_1km,0.3000,0.4000,3.0000,0.1000,0.3333,0.0022,0.0471,9,9,100.00
A2000321,2000-11-16,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2000329,2000-11-24,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2000337,2000-12-02,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2000345,2000-12-10,MOD15A2,Lai_1km,0.2000,0.3000,2.6000,0.1000,0.2889,0.0010,0.0314,9,9,100.00
A2000353,2000-12-18,MOD15A2,Lai_1km,0.2000,0.3000,2.4000,0.1000,0.2667,0.0022,0.0471,9,9,100.00
A2000361,2000-12-26,MOD15A2,Lai_1km,0.2000,0.3000,2.3000,0.1000,0.2556,0.0025,0.0497,9,9,100.00
A2001001,2001-01-01,MOD15A2,Lai_1km,0.1000,0.2000,1.6000,0.1000,0.1778,0.0017,0.0416,9,9,100.00
A2001009,2001-01-09,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2001017,2001-01-17,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2001025,2001-01-25,MOD15A2,Lai_1km,0.1000,0.2000,1.6000,0.1000,0.1778,0.0017,0.0416,9,9,100.00
A2001033,2001-02-02,MOD15A2,Lai_1km,0.2000,0.3000,2.2000,0.1000,0.2444,0.0025,0.0497,9,9,100.00
A2001041,2001-02-10,MOD15A2,Lai_1km,0.2000,0.3000,2.0000,0.1000,0.2222,0.0017,0.0416,9,9,100.00
A2001049,2001-02-18,MOD15A2,Lai_1km,0.2000,0.3000,2.2000,0.1000,0.2444,0.0025,0.0497,9,9,100.00
A2001057,2001-02-26,MOD15A2,Lai_1km,0.2000,0.3000,2.0000,0.1000,0.2222,0.0017,0.0416,9,9,100.00
A2001065,2001-03-06,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2001073,2001-03-14,MOD15A2,Lai_1km,0.2000,0.3000,2.6000,0.1000,0.2889,0.0010,0.0314,9,9,100.00
A2001081,2001-03-22,MOD15A2,Lai_1km,0.3000,0.4000,3.2000,0.1000,0.3556,0.0025,0.0497,9,9,100.00
A2001089,2001-03-30,MOD15A2,Lai_1km,0.3000,0.4000,3.5000,0.1000,0.3889,0.0010,0.0314,9,9,100.00
A2001097,2001-04-07,MOD15A2,Lai_1km,0.4000,0.5000,4.3000,0.1000,0.4778,0.0017,0.0416,9,9,100.00
A2001105,2001-04-15,MOD15A2,Lai_1km,0.4000,0.5000,4.0000,0.1000,0.4444,0.0025,0.0497,9,9,100.00
A2001113,2001-04-23,MOD15A2,Lai_1km,0.4000,0.5000,4.4000,0.1000,0.4889,0.0010,0.0314,9,9,100.00
A2001121,2001-05-01,MOD15A2,Lai_1km,0.4000,0.6000,4.6000,0.2000,0.5111,0.0077,0.0875,9,9,100.00
A2001129,2001-05-09,MOD15A2,Lai_1km,0.4000,0.7000,4.7000,0.3000,0.5222,0.0084,0.0916,9,9,100.00
A2001137,2001-05-17,MOD15A2,Lai_1km,0.5000,0.7000,5.4000,0.2000,0.6000,0.0044,0.0667,9,9,100.00
A2001145,2001-05-25,MOD15A2,Lai_1km,0.4000,0.5000,4.3000,0.1000,0.4778,0.0017,0.0416,9,9,100.00
A2001153,2001-06-02,MOD15A2,Lai_1km,0.4000,0.5000,4.2000,0.1000,0.4667,0.0022,0.0471,9,9,100.00
A2001161,2001-06-10,MOD15A2,Lai_1km,0.4000,0.5000,3.8000,0.1000,0.4222,0.0017,0.0416,9,9,100.00
A2001185,2001-07-04,MOD15A2,Lai_1km,0.3000,0.4000,3.4000,0.1000,0.3778,0.0017,0.0416,9,9,100.00
A2001193,2001-07-12,MOD15A2,Lai_1km,0.4000,0.6000,4.7000,0.2000,0.5222,0.0040,0.0629,9,9,100.00
A2001201,2001-07-20,MOD15A2,Lai_1km,0.4000,0.6000,4.4000,0.2000,0.4889,0.0032,0.0567,9,9,100.00
A2001209,2001-07-28,MOD15A2,Lai_1km,0.5000,0.6000,4.9000,0.1000,0.5444,0.0025,0.0497,9,9,100.00
A2001217,2001-08-05,MOD15A2,Lai_1km,0.4000,0.6000,4.5000,0.2000,0.5000,0.0044,0.0667,9,9,100.00
A2001225,2001-08-13,MOD15A2,Lai_1km,0.5000,0.6000,5.1000,0.1000,0.5667,0.0022,0.0471,9,9,100.00
A2001233,2001-08-21,MOD15A2,Lai_1km,0.5000,0.5000,4.5000,0.0000,0.5000,0.0000,0.0000,9,9,100.00
A2001241,2001-08-29,MOD15A2,Lai_1km,0.4000,0.5000,4.4000,0.1000,0.4889,0.0010,0.0314,9,9,100.00
A2001249,2001-09-06,MOD15A2,Lai_1km,0.4000,0.5000,4.0000,0.1000,0.4444,0.0025,0.0497,9,9,100.00
A2001257,2001-09-14,MOD15A2,Lai_1km,0.5000,0.5000,4.5000,0.0000,0.5000,0.0000,0.0000,9,9,100.00
A2001265,2001-09-22,MOD15A2,Lai_1km,0.3000,0.5000,3.8000,0.2000,0.4222,0.0040,0.0629,9,9,100.00
A2001273,2001-09-30,MOD15A2,Lai_1km,0.4000,0.5000,3.9000,0.1000,0.4333,0.0022,0.0471,9,9,100.00
A2001281,2001-10-08,MOD15A2,Lai_1km,0.3000,0.5000,3.4000,0.2000,0.3778,0.0062,0.0786,9,9,100.00
A2001289,2001-10-16,MOD15A2,Lai_1km,0.3000,0.4000,2.8000,0.1000,0.3111,0.0010,0.0314,9,9,100.00
A2001297,2001-10-24,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2001305,2001-11-01,MOD15A2,Lai_1km,0.2000,0.3000,2.4000,0.1000,0.2667,0.0022,0.0471,9,9,100.00
A2001313,2001-11-09,MOD15A2,Lai_1km,0.2000,0.3000,2.5000,0.1000,0.2778,0.0017,0.0416,9,9,100.00
A2001321,2001-11-17,MOD15A2,Lai_1km,0.2000,0.3000,2.3000,0.1000,0.2556,0.0025,0.0497,9,9,100.00
A2001329,2001-11-25,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2001337,2001-12-03,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2001345,2001-12-11,MOD15A2,Lai_1km,0.1000,0.2000,1.6000,0.1000,0.1778,0.0017,0.0416,9,9,100.00
A2001353,2001-12-19,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2001361,2001-12-27,MOD15A2,Lai_1km,0.1000,0.2000,1.2000,0.1000,0.1333,0.0022,0.0471,9,9,100.00
A2002001,2002-01-01,MOD15A2,Lai_1km,0.1000,0.2000,1.7000,0.1000,0.1889,0.0010,0.0314,9,9,100.00
A2002009,2002-01-09,MOD15A2,Lai_1km,0.1000,0.2000,1.5000,0.1000,0.1667,0.0022,0.0471,9,9,100.00
A2002017,2002-01-17,MOD15A2,Lai_1km,0.1000,0.2000,1.3000,0.1000,0.1444,0.0025,0.0497,9,9,100.00
A2002025,2002-01-25,MOD15A2,Lai_1km,0.1000,0.2000,1.3000,0.1000,0.1444,0.0025,0.0497,9,9,100.00
A2002033,2002-02-02,MOD15A2,Lai_1km,0.2000,0.3000,2.0000,0.1000,0.2222,0.0017,0.0416,9,9,100.00
A2002041,2002-02-10,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2002049,2002-02-18,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2002057,2002-02-26,MOD15A2,Lai_1km,0.2000,0.3000,2.0000,0.1000,0.2222,0.0017,0.0416,9,9,100.00
A2002065,2002-03-06,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2002073,2002-03-14,MOD15A2,Lai_1km,0.2000,0.3000,1.9000,0.1000,0.2111,0.0010,0.0314,9,9,100.00
A2002089,2002-03-30,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2002097,2002-04-07,MOD15A2,Lai_1km,0.2000,0.3000,2.0000,0.1000,0.2222,0.0017,0.0416,9,9,100.00
A2002105,2002-04-15,MOD15A2,Lai_1km,0.2000,0.3000,2.0000,0.1000,0.2222,0.0017,0.0416,9,9,100.00
A2002113,2002-04-23,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2002121,2002-05-01,MOD15A2,Lai_1km,0.2000,0.3000,2.3000,0.1000,0.2556,0.0025,0.0497,9,9,100.00
A2002129,2002-05-09,MOD15A2,Lai_1km,0.2000,0.3000,2.5000,0.1000,0.2778,0.0017,0.0416,9,9,100.00
A2002137,2002-05-17,MOD15A2,Lai_1km,0.2000,0.3000,2.0000,0.1000,0.2222,0.0017,0.0416,9,9,100.00
A2002145,2002-05-25,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2002153,2002-06-02,MOD15A2,Lai_1km,0.2000,0.3000,1.9000,0.1000,0.2111,0.0010,0.0314,9,9,100.00
A2002161,2002-06-10,MOD15A2,Lai_1km,0.2000,0.3000,2.2000,0.1000,0.2444,0.0025,0.0497,9,9,100.00
A2002169,2002-06-18,MOD15A2,Lai_1km,0.2000,0.3000,1.9000,0.1000,0.2111,0.0010,0.0314,9,9,100.00
A2002177,2002-06-26,MOD15A2,Lai_1km,0.2000,0.3000,1.9000,0.1000,0.2111,0.0010,0.0314,9,9,100.00
A2002185,2002-07-04,MOD15A2,Lai_1km,0.2000,0.3000,2.4000,0.1000,0.2667,0.0022,0.0471,9,9,100.00
A2002193,2002-07-12,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2002201,2002-07-20,MOD15A2,Lai_1km,0.2000,0.3000,2.6000,0.1000,0.2889,0.0010,0.0314,9,9,100.00
A2002209,2002-07-28,MOD15A2,Lai_1km,0.2000,0.5000,3.3000,0.3000,0.3667,0.0178,0.1333,9,9,100.00
A2002217,2002-08-05,MOD15A2,Lai_1km,0.4000,0.6000,4.6000,0.2000,0.5111,0.0077,0.0875,9,9,100.00
A2002225,2002-08-13,MOD15A2,Lai_1km,0.4000,0.6000,4.3000,0.2000,0.4778,0.0040,0.0629,9,9,100.00
A2002233,2002-08-21,MOD15A2,Lai_1km,0.4000,0.5000,4.1000,0.1000,0.4556,0.0025,0.0497,9,9,100.00
A2002241,2002-08-29,MOD15A2,Lai_1km,0.4000,0.5000,4.3000,0.1000,0.4778,0.0017,0.0416,9,9,100.00
A2002249,2002-09-06,MOD15A2,Lai_1km,0.5000,0.7000,5.3000,0.2000,0.5889,0.0032,0.0567,9,9,100.00
A2002257,2002-09-14,MOD15A2,Lai_1km,0.5000,0.7000,5.6000,0.2000,0.6222,0.0062,0.0786,9,9,100.00
A2002265,2002-09-22,MOD15A2,Lai_1km,0.5000,0.7000,5.0000,0.2000,0.5556,0.0069,0.0831,9,9,100.00
A2002273,2002-09-30,MOD15A2,Lai_1km,0.5000,0.6000,4.6000,0.1000,0.5111,0.0010,0.0314,9,9,100.00
A2002289,2002-10-16,MOD15A2,Lai_1km,0.4000,0.5000,4.4000,0.1000,0.4889,0.0010,0.0314,9,9,100.00
A2002297,2002-10-24,MOD15A2,Lai_1km,0.4000,0.5000,4.1000,0.1000,0.4556,0.0025,0.0497,9,9,100.00
A2002305,2002-11-01,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2002313,2002-11-09,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2002321,2002-11-17,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2002329,2002-11-25,MOD15A2,Lai_1km,0.2000,0.3000,2.6000,0.1000,0.2889,0.0010,0.0314,9,9,100.00
A2002337,2002-12-03,MOD15A2,Lai_1km,0.3000,0.4000,2.8000,0.1000,0.3111,0.0010,0.0314,9,9,100.00
A2002345,2002-12-11,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2002353,2002-12-19,MOD15A2,Lai_1km,0.1000,0.2000,1.7000,0.1000,0.1889,0.0010,0.0314,9,9,100.00
A2002361,2002-12-27,MOD15A2,Lai_1km,0.2000,0.3000,2.6000,0.1000,0.2889,0.0010,0.0314,9,9,100.00
A2003001,2003-01-01,MOD15A2,Lai_1km,0.2000,0.3000,2.4000,0.1000,0.2667,0.0022,0.0471,9,9,100.00
A2003009,2003-01-09,MOD15A2,Lai_1km,0.2000,0.3000,2.4000,0.1000,0.2667,0.0022,0.0471,9,9,100.00
A2003017,2003-01-17,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2003025,2003-01-25,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2003033,2003-02-02,MOD15A2,Lai_1km,0.2000,0.3000,1.9000,0.1000,0.2111,0.0010,0.0314,9,9,100.00
A2003041,2003-02-10,MOD15A2,Lai_1km,0.1000,0.1000,0.9000,0.0000,0.1000,0.0000,0.0000,9,9,100.00
A2003049,2003-02-18,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2003057,2003-02-26,MOD15A2,Lai_1km,0.2000,0.3000,1.9000,0.1000,0.2111,0.0010,0.0314,9,9,100.00
A2003065,2003-03-06,MOD15A2,Lai_1km,0.2000,0.3000,1.9000,0.1000,0.2111,0.0010,0.0314,9,9,100.00
A2003073,2003-03-14,MOD15A2,Lai_1km,0.2000,0.3000,2.0000,0.1000,0.2222,0.0017,0.0416,9,9,100.00
A2003081,2003-03-22,MOD15A2,Lai_1km,0.2000,0.3000,2.0000,0.1000,0.2222,0.0017,0.0416,9,9,100.00
A2003089,2003-03-30,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2003097,2003-04-07,MOD15A2,Lai_1km,0.2000,0.3000,2.3000,0.1000,0.2556,0.0025,0.0497,9,9,100.00
A2003105,2003-04-15,MOD15A2,Lai_1km,0.2000,0.3000,1.9000,0.1000,0.2111,0.0010,0.0314,9,9,100.00
A2003113,2003-04-23,MOD15A2,Lai_1km,0.2000,0.3000,1.9000,0.1000,0.2111,0.0010,0.0314,9,9,100.00
A2003121,2003-05-01,MOD15A2,Lai_1km,0.2000,0.3000,2.0000,0.1000,0.2222,0.0017,0.0416,9,9,100.00
A2003129,2003-05-09,MOD15A2,Lai_1km,0.2000,0.3000,2.4000,0.1000,0.2667,0.0022,0.0471,9,9,100.00
A2003137,2003-05-17,MOD15A2,Lai_1km,0.2000,0.3000,2.4000,0.1000,0.2667,0.0022,0.0471,9,9,100.00
A2003145,2003-05-25,MOD15A2,Lai_1km,0.2000,0.3000,2.5000,0.1000,0.2778,0.0017,0.0416,9,9,100.00
A2003153,2003-06-02,MOD15A2,Lai_1km,0.2000,0.4000,2.7000,0.2000,0.3000,0.0022,0.0471,9,9,100.00
A2003161,2003-06-10,MOD15A2,Lai_1km,0.2000,0.3000,2.4000,0.1000,0.2667,0.0022,0.0471,9,9,100.00
A2003169,2003-06-18,MOD15A2,Lai_1km,0.2000,0.3000,2.5000,0.1000,0.2778,0.0017,0.0416,9,9,100.00
A2003177,2003-06-26,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2003185,2003-07-04,MOD15A2,Lai_1km,0.3000,0.4000,2.9000,0.1000,0.3222,0.0017,0.0416,9,9,100.00
A2003193,2003-07-12,MOD15A2,Lai_1km,0.2000,0.3000,2.5000,0.1000,0.2778,0.0017,0.0416,9,9,100.00
A2003201,2003-07-20,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2003209,2003-07-28,MOD15A2,Lai_1km,0.4000,0.5000,4.1000,0.1000,0.4556,0.0025,0.0497,9,9,100.00
A2003217,2003-08-05,MOD15A2,Lai_1km,0.5000,0.7000,5.7000,0.2000,0.6333,0.0044,0.0667,9,9,100.00
A2003225,2003-08-13,MOD15A2,Lai_1km,0.5000,0.7000,5.7000,0.2000,0.6333,0.0067,0.0816,9,9,100.00
A2003233,2003-08-21,MOD15A2,Lai_1km,0.6000,0.7000,5.9000,0.1000,0.6556,0.0025,0.0497,9,9,100.00
A2003241,2003-08-29,MOD15A2,Lai_1km,0.7000,0.8000,6.4000,0.1000,0.7111,0.0010,0.0314,9,9,100.00
A2003249,2003-09-06,MOD15A2,Lai_1km,0.6000,0.7000,6.1000,0.1000,0.6778,0.0017,0.0416,9,9,100.00
A2003257,2003-09-14,MOD15A2,Lai_1km,0.5000,0.5000,4.5000,0.0000,0.5000,0.0000,0.0000,9,9,100.00
A2003265,2003-09-22,MOD15A2,Lai_1km,0.5000,0.6000,4.8000,0.1000,0.5333,0.0022,0.0471,9,9,100.00
A2003273,2003-09-30,MOD15A2,Lai_1km,0.5000,0.5000,4.5000,0.0000,0.5000,0.0000,0.0000,9,9,100.00
A2003281,2003-10-08,MOD15A2,Lai_1km,0.5000,0.6000,4.8000,0.1000,0.5333,0.0022,0.0471,9,9,100.00
A2003289,2003-10-16,MOD15A2,Lai_1km,0.5000,0.5000,4.5000,0.0000,0.5000,0.0000,0.0000,9,9,100.00
A2003297,2003-10-24,MOD15A2,Lai_1km,0.4000,0.5000,4.3000,0.1000,0.4778,0.0017,0.0416,9,9,100.00
A2003305,2003-11-01,MOD15A2,Lai_1km,0.4000,0.5000,3.9000,0.1000,0.4333,0.0022,0.0471,9,9,100.00
A2003313,2003-11-09,MOD15A2,Lai_1km,0.3000,0.5000,3.9000,0.2000,0.4333,0.0067,0.0816,9,9,100.00
A2003321,2003-11-17,MOD15A2,Lai_1km,0.3000,0.4000,2.8000,0.1000,0.3111,0.0010,0.0314,9,9,100.00
A2003329,2003-11-25,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2003337,2003-12-03,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2003345,2003-12-11,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2003353,2003-12-19,MOD15A2,Lai_1km,0.2000,0.3000,2.3000,0.1000,0.2556,0.0025,0.0497,9,9,100.00
A2003361,2003-12-27,MOD15A2,Lai_1km,0.2000,0.3000,2.0000,0.1000,0.2222,0.0017,0.0416,9,9,100.00
A2004001,2004-01-01,MOD15A2,Lai_1km,0.2000,0.3000,2.0000,0.1000,0.2222,0.0017,0.0416,9,9,100.00
A2004009,2004-01-09,MOD15A2,Lai_1km,0.1000,0.2000,1.7000,0.1000,0.1889,0.0010,0.0314,9,9,100.00
A2004017,2004-01-17,MOD15A2,Lai_1km,0.1000,0.2000,1.7000,0.1000,0.1889,0.0010,0.0314,9,9,100.00
